Sample_ID,Batch_Code,Product_Name,Test_Date,Moisture_Content_%,Fat_Content_%,Protein_Content_%,Water_Activity_Aw,Acid_Insoluble_Ash_%,Acid_Value_mgKOHg,Peroxide_Value,Total_Plate_Count_CFUg,Yeast_Mold_Count_CFUg,Lead_Pb_mgkg,Cadmium_Cd_mgkg,Failure_Category,Historical_Status
SPL-2026-0030,B-250630-3,Cracker Plain,2025-06-30,3.78,17.17,5.99,0.59,0.024,1.55,0.86,2144,296,0.002,0.037,None,Pass
SPL-2026-0511,B-250630-2,Wafer Vanilla,2025-06-30,3.36,12.53,6.22,0.584,0.123,1.73,1.6,825,465,0.042,0.079,Physicochemical,Fail
SPL-2026-0069,B-250630-3,Butter Biscuit,2025-06-30,1.47,12.61,5.37,0.414,0.001,,1.03,925,1373,0.001,0.028,None,Pass
SPL-2026-0142,B-250702-8,Marie Biscuit,2025-07-02,4.73,26.46,6.57,0.718,0.059,,1.56,15523,1697,0.081,0.026,None,Pass
SPL-2026-0176,B-250702-7,Cracker Plain,2025-07-02,4.68,13.48,4.58,0.708,0.028,0.78,1.5,738,946,0.5,,Heavy_Metal,Fail
SPL-2026-0771,B-250702-6,Cracker Filled,2025-07-02,4.09,22.07,7.89,0.604,0.026,1.63,1.34,1851,631,0.281,0.002,None,Pass
SPL-2026-0160,B-250703-3,Cookies Choco Chip,2025-07-03,2.84,17.07,7.45,0.555,0.097,0.91,1.21,129773,777,0.047,0.086,Microbiological,Fail
SPL-2026-0782,B-250703-8,Cracker Filled,2025-07-03,2.79,15.03,5.38,0.476,0.018,1.2,1.26,2542,384,0.02,0.044,None,Pass
SPL-2026-0900,B-250703-2,Cracker Filled,2025-07-03,5.17,24.84,6.29,,0.021,0.76,0.57,26213,737,0.136,0.101,Physicochemical,Fail
SPL-2026-0978,B-250704-8,Cracker Filled,2025-07-04,3.88,20.86,6.38,0.602,0.005,0.62,1.11,1097,319,0.237,0.199,None,Pass
SPL-2026-0974,B-250704-8,Cracker Plain,2025-07-04,3.7,,8.13,0.586,0.006,0.47,0.79,1190,897,0.035,0.004,None,Pass
SPL-2026-0330,B-250704-2,Cracker Plain,2025-07-04,4.62,16.27,7.43,0.652,0.024,1.39,1.08,2164,752,0.001,0.164,None,Pass
SPL-2026-0372,B-250705-7,Cracker Filled,2025-07-05,3.66,25.5,3.38,0.609,0.021,1.58,1.45,816,513,0.044,0.02,Physicochemical,Fail
SPL-2026-0793,B-250705-6,Cookies Choco Chip,2025-07-05,4.28,19.69,9.24,0.593,0.022,0.96,1.44,357,554,0.417,,None,Pass
SPL-2026-0647,B-250705-5,Cracker Plain,2025-07-05,5.0,9.53,7.92,0.723,0.071,1.1,1.42,2160,2449,0.283,0.022,Physicochemical,Fail
SPL-2026-0711,B-250705-1,Cracker Filled,2025-07-05,,21.72,7.66,0.529,0.019,0.99,0.74,1498,3110,0.297,0.078,None,Pass
SPL-2026-0357,B-250705-4,Marie Biscuit,2025-07-05,4.26,,9.51,0.59,0.037,0.97,0.62,1663,1315,0.132,0.038,None,Pass
SPL-2026-0236,B-250707-7,Cookies Choco Chip,2025-07-07,4.01,15.24,7.08,0.64,0.033,0.81,0.68,3768,649,0.381,0.02,None,Pass
SPL-2026-0592,B-250707-4,Wafer Vanilla,2025-07-07,2.38,17.65,6.74,0.436,0.079,,1.25,2029,1229,,0.195,None,Pass
SPL-2026-0383,B-250707-8,Wafer Vanilla,2025-07-07,4.48,19.04,,0.671,,0.98,0.72,5735,3632,0.132,0.024,Physicochemical,Fail
SPL-2026-0407,B-250707-3,Cracker Plain,2025-07-07,3.39,19.46,5.06,0.57,0.053,1.1,0.78,1493,547,0.002,0.037,None,Pass
SPL-2026-0312,B-250707-1,Cracker Filled,2025-07-07,3.67,13.3,2.5,0.598,0.013,0.97,0.9,128,1158,0.085,0.008,Physicochemical,Fail
SPL-2026-0757,B-250707-8,Cookies Choco Chip,2025-07-07,,22.23,5.25,0.536,0.008,0.84,0.52,758,356,0.224,0.166,None,Pass
SPL-2026-0363,B-250709-8,Marie Biscuit,2025-07-09,4.82,17.78,8.85,0.704,0.006,1.58,1.9,3174,219,0.079,0.159,None,Pass
SPL-2026-0831,B-250711-8,Marie Biscuit,2025-07-11,4.05,16.45,7.27,0.608,,0.52,1.26,701,976,0.007,0.067,None,Pass
SPL-2026-0685,B-250713-5,Marie Biscuit,2025-07-13,2.88,22.97,3.81,0.497,0.111,0.81,0.84,28786,127,0.066,0.16,Physicochemical,Fail
SPL-2026-0927,B-250714-5,Cracker Plain,2025-07-14,1.99,17.01,4.5,0.429,0.095,1.1,1.61,315,1350,0.101,0.042,Physicochemical,Fail
SPL-2026-0699,B-250714-2,Butter Biscuit,2025-07-14,4.28,21.68,5.5,0.591,0.02,0.35,0.54,4646,762,0.117,0.066,None,Pass
SPL-2026-0773,B-250715-2,Butter Biscuit,2025-07-15,2.31,14.64,5.63,0.426,0.006,,0.78,2710,196,0.054,0.014,None,Pass
SPL-2026-0572,B-250715-8,Sandwich Biscuit,2025-07-15,3.11,16.38,7.81,0.547,0.097,1.03,1.21,1949,568,0.128,0.052,None,Pass
SPL-2026-0925,B-250715-4,Marie Biscuit,2025-07-15,4.28,20.53,8.94,0.633,0.079,0.94,1.08,1216,609,0.105,0.007,None,Pass
SPL-2026-0052,B-250717-3,Marie Biscuit,2025-07-17,,13.12,6.23,0.675,0.244,1.18,1.21,11813,4148,0.358,0.1,Physicochemical,Fail
SPL-2026-0360,B-250717-2,Cookies Choco Chip,2025-07-17,3.34,,4.3,0.576,0.035,,,1631,630,0.038,0.123,Physicochemical,Fail
SPL-2026-0138,B-250717-1,Butter Biscuit,2025-07-17,3.84,16.0,7.03,0.604,0.128,0.43,0.52,369,584,0.176,0.079,Physicochemical,Fail
SPL-2026-0151,B-250719-3,Cookies Choco Chip,2025-07-19,3.89,20.26,6.66,0.55,0.012,0.43,0.51,374,2104,0.061,0.014,None,Pass
SPL-2026-0271,B-250719-3,Sandwich Biscuit,2025-07-19,3.51,15.42,6.25,0.531,0.023,0.92,0.91,1395,68,0.243,0.015,None,Pass
SPL-2026-0864,B-250720-5,Cookies Choco Chip,2025-07-20,3.61,,5.16,0.598,0.103,1.73,1.24,14627,645,0.098,0.031,Physicochemical,Fail
SPL-2026-0967,B-250720-2,Cracker Filled,2025-07-20,5.71,18.6,5.4,0.775,0.064,0.82,0.94,16775,401,0.375,0.023,Physicochemical,Fail
SPL-2026-0268,B-250721-6,Sandwich Biscuit,2025-07-21,3.07,20.21,4.81,0.521,0.027,2.03,1.84,1603,1319,0.07,0.158,Stability,Fail
SPL-2026-0937,B-250721-7,Marie Biscuit,2025-07-21,3.16,18.23,7.2,,0.004,,1.48,221,1920,0.342,0.146,None,Pass
SPL-2026-0044,B-250721-6,Sandwich Biscuit,2025-07-21,3.93,13.83,7.78,0.618,0.033,1.05,1.11,5265,1718,0.087,0.05,None,Pass
SPL-2026-0857,B-250722-5,Marie Biscuit,2025-07-22,3.31,20.15,7.71,0.543,0.021,0.93,0.1,5763,1321,0.264,0.051,None,Pass
SPL-2026-0748,B-250723-7,Sandwich Biscuit,2025-07-23,4.04,21.11,4.9,0.623,0.018,0.65,0.47,17504,3102,0.231,0.026,None,Pass
SPL-2026-0772,B-250723-1,Wafer Vanilla,2025-07-23,2.52,20.47,3.96,0.522,0.051,0.41,0.73,132,2199,0.003,0.097,Physicochemical,Fail
SPL-2026-0718,B-250724-6,Cracker Plain,2025-07-24,4.11,19.18,8.73,0.625,0.025,1.35,1.14,1750,1491,0.03,0.074,None,Pass
SPL-2026-0945,B-250725-7,Butter Biscuit,2025-07-25,2.73,17.71,6.88,0.451,0.034,0.85,1.17,1540,348,0.013,0.044,None,Pass
SPL-2026-0285,B-250726-6,Cracker Plain,2025-07-26,4.27,27.8,6.2,0.665,0.003,1.28,1.09,1425,923,0.04,0.025,None,Pass
SPL-2026-0593,B-250727-5,Marie Biscuit,2025-07-27,4.76,19.4,8.25,0.651,0.026,2.09,1.85,2284,178,0.159,0.146,Stability,Fail
SPL-2026-0468,B-250727-6,Cracker Filled,2025-07-27,2.58,13.02,7.02,0.491,0.017,0.53,0.05,29975,824,0.41,0.026,None,Pass
SPL-2026-0017,B-250727-4,Cracker Plain,2025-07-27,5.7,10.52,6.91,0.702,0.089,0.05,0.49,10170,3681,0.071,0.056,Physicochemical,Fail
SPL-2026-0159,B-250727-7,Cracker Plain,2025-07-27,3.92,,10.87,0.58,0.011,0.69,1.29,2140,138,0.246,0.008,None,Pass
SPL-2026-0881,B-250727-1,Butter Biscuit,2025-07-27,5.08,10.86,6.8,0.697,0.052,,1.17,1338,787,0.001,0.063,Physicochemical,Fail
SPL-2026-0761,B-250727-2,Marie Biscuit,2025-07-27,3.69,23.68,7.98,0.625,,1.02,,2372,506,0.131,0.071,None,Pass
SPL-2026-0385,B-250728-2,Butter Biscuit,2025-07-28,,18.3,6.43,0.436,,,1.56,287,388,0.097,0.046,None,Pass
SPL-2026-0066,B-250729-5,Sandwich Biscuit,2025-07-29,4.68,23.49,4.6,0.692,0.037,1.56,1.18,2355,7236,0.083,0.084,None,Pass
SPL-2026-0629,B-250729-5,Cracker Plain,2025-07-29,2.97,16.46,4.2,0.522,0.053,0.96,0.84,921,117,0.052,0.054,Physicochemical,Fail
SPL-2026-0173,B-250731-8,Cookies Choco Chip,2025-07-31,3.75,15.72,5.07,0.585,0.007,0.24,0.38,4442,767,0.113,0.141,None,Pass
SPL-2026-0352,B-250731-7,Butter Biscuit,2025-07-31,1.63,16.93,5.88,0.385,0.052,1.02,0.67,425,64,0.292,0.088,None,Pass
SPL-2026-0094,B-250731-2,Sandwich Biscuit,2025-07-31,3.23,12.04,7.07,0.479,0.003,0.58,,14212,479,0.043,0.004,None,Pass
SPL-2026-0921,B-250801-3,Wafer Vanilla,2025-08-01,3.33,24.81,8.46,0.556,0.002,0.63,0.75,3312,83,0.089,0.066,None,Pass
SPL-2026-0774,B-250801-6,Cookies Choco Chip,2025-08-01,5.18,22.93,9.77,0.743,,1.26,1.1,1594,5101,0.029,0.043,Physicochemical,Fail
SPL-2026-0283,B-250801-3,Cracker Filled,2025-08-01,4.11,12.02,6.33,0.595,0.002,1.75,1.61,7429,1298,0.134,0.028,None,Pass
SPL-2026-0478,B-250801-2,Butter Biscuit,2025-08-01,2.44,19.64,3.83,0.512,,0.91,1.15,1417,932,0.098,0.063,Physicochemical,Fail
SPL-2026-0694,B-250802-4,Wafer Vanilla,2025-08-02,2.52,15.06,8.67,0.473,0.088,1.96,1.7,2098,538,0.158,0.102,None,Pass
SPL-2026-0666,B-250802-5,Cracker Filled,2025-08-02,3.79,17.69,8.87,0.608,0.032,0.78,1.31,5695,83,0.162,0.049,None,Pass
SPL-2026-0754,B-250802-6,Wafer Vanilla,2025-08-02,5.38,17.53,5.8,0.703,0.097,0.47,,4632,876,0.106,0.011,Physicochemical,Fail
SPL-2026-0320,B-250803-7,Cookies Choco Chip,2025-08-03,5.06,11.4,6.55,0.675,0.065,1.57,,5509,687,0.135,0.007,Physicochemical,Fail
SPL-2026-0168,B-250804-7,Marie Biscuit,2025-08-04,5.19,14.76,7.76,0.761,0.084,0.67,0.74,41557,17524,0.019,0.066,Microbiological,Fail
SPL-2026-0956,B-250805-8,Cracker Filled,2025-08-05,4.96,14.97,3.87,0.698,0.019,0.84,,14039,1039,0.266,0.03,Physicochemical,Fail
SPL-2026-0302,B-250805-2,Cookies Choco Chip,2025-08-05,2.82,20.66,11.07,0.456,0.043,0.86,0.71,4436,101,0.024,0.021,None,Pass
SPL-2026-0847,B-250806-7,Marie Biscuit,2025-08-06,5.54,18.91,,0.763,0.025,0.05,0.65,876,1253,0.283,0.022,Physicochemical,Fail
SPL-2026-0866,B-250807-1,Cracker Filled,2025-08-07,4.12,16.45,9.1,0.629,0.073,1.35,1.14,5477,4166,0.228,0.017,None,Pass
SPL-2026-0131,B-250808-6,Cracker Plain,2025-08-08,,17.83,7.86,0.424,0.029,1.94,1.97,997,155,0.031,0.027,None,Pass
SPL-2026-0688,B-250809-5,Cracker Filled,2025-08-09,4.54,,5.28,0.655,0.019,1.6,1.52,258279,1254,0.093,0.021,Microbiological,Fail
SPL-2026-0340,B-250809-1,Wafer Vanilla,2025-08-09,3.16,17.83,5.82,0.515,0.005,0.74,1.04,29908,13295,0.158,0.047,Microbiological,Fail
SPL-2026-0762,B-250809-4,Cracker Plain,2025-08-09,2.83,19.9,3.34,0.507,0.12,1.34,0.89,1267,279,0.011,0.017,Physicochemical,Fail
SPL-2026-0875,B-250809-4,Cracker Filled,2025-08-09,3.11,20.02,8.26,0.531,0.026,1.76,1.42,4239,336,0.039,,None,Pass
SPL-2026-0495,B-250810-4,Sandwich Biscuit,2025-08-10,3.82,18.09,8.3,0.53,0.22,0.98,,923,566,0.267,0.007,Physicochemical,Fail
SPL-2026-0835,B-250810-4,Cookies Choco Chip,2025-08-10,4.76,18.26,6.66,0.661,0.045,1.15,0.78,1155,707,0.096,0.001,None,Pass
SPL-2026-0252,B-250811-5,Cracker Plain,2025-08-11,1.32,20.34,5.6,0.39,0.004,1.12,1.59,532,14,,0.047,None,Pass
SPL-2026-0584,B-250812-6,Butter Biscuit,2025-08-12,2.84,12.95,3.61,0.491,0.011,0.72,0.65,4418,365,0.013,0.042,Physicochemical,Fail
SPL-2026-0485,B-250812-3,Cracker Plain,2025-08-12,3.22,22.33,6.24,0.536,0.026,1.7,0.92,2499,15439,0.013,0.073,Microbiological,Fail
SPL-2026-0719,B-250812-5,Marie Biscuit,2025-08-12,4.2,10.65,3.71,0.647,0.01,0.97,1.62,998,399,0.092,0.017,Physicochemical,Fail
SPL-2026-0888,B-250812-1,Marie Biscuit,2025-08-12,2.91,10.11,8.79,,,1.21,0.83,3835,680,0.015,0.247,Heavy_Metal,Fail
SPL-2026-0309,B-250813-3,Sandwich Biscuit,2025-08-13,2.68,21.25,4.1,0.516,0.006,0.26,0.54,12000,1087,0.074,0.01,Physicochemical,Fail
SPL-2026-0043,B-250813-6,Cracker Filled,2025-08-13,4.93,20.23,4.41,0.724,0.165,1.44,1.24,7406,558,0.15,0.021,Physicochemical,Fail
SPL-2026-0191,B-250813-3,Cracker Filled,2025-08-13,3.09,23.0,4.99,0.497,0.009,,0.34,830,98,0.444,0.017,None,Pass
SPL-2026-0635,B-250813-1,Marie Biscuit,2025-08-13,3.69,19.93,7.31,0.637,0.04,1.7,1.2,10959,4805,0.027,0.235,Heavy_Metal,Fail
SPL-2026-0480,B-250813-2,Butter Biscuit,2025-08-13,2.8,23.18,4.97,0.479,0.002,0.59,0.73,6597,341,0.085,0.101,None,Pass
SPL-2026-0079,B-250814-3,Cracker Plain,2025-08-14,2.67,21.02,4.73,0.509,0.101,0.86,0.84,2656,345,0.048,0.055,Physicochemical,Fail
SPL-2026-0225,B-250814-4,Cookies Choco Chip,2025-08-14,2.96,14.32,5.46,0.472,0.009,0.05,0.05,3886,525,0.057,0.02,None,Pass
SPL-2026-0185,B-250815-6,Cracker Plain,2025-08-15,2.11,17.04,,0.483,0.019,1.0,1.43,3038,532,,0.013,None,Pass
SPL-2026-0678,B-250815-8,Butter Biscuit,2025-08-15,4.45,18.71,7.24,0.682,0.045,2.82,2.25,20622,531,0.056,0.101,Stability,Fail
SPL-2026-0374,B-250816-4,Sandwich Biscuit,2025-08-16,4.01,,5.2,0.581,0.011,1.19,1.53,4272,138,0.021,0.031,None,Pass
SPL-2026-0059,B-250818-4,Cookies Choco Chip,2025-08-18,3.28,18.04,6.04,0.562,,1.12,0.55,22934,3054,0.037,0.006,None,Pass
SPL-2026-0841,B-250818-4,Sandwich Biscuit,2025-08-18,3.11,16.45,5.27,0.546,0.006,0.66,0.58,431,235,0.414,0.035,None,Pass
SPL-2026-0333,B-250818-3,Sandwich Biscuit,2025-08-18,3.87,16.69,7.67,0.575,0.067,0.59,0.61,2009,897,0.005,0.001,None,Pass
SPL-2026-0437,B-250819-6,Cracker Plain,2025-08-19,2.05,13.21,7.48,0.464,0.013,0.29,0.85,892,62,0.144,0.047,None,Pass
SPL-2026-0687,B-250820-2,Sandwich Biscuit,2025-08-20,2.66,18.33,9.04,0.514,0.072,1.31,1.1,1646,114,0.057,0.024,None,Pass
SPL-2026-0741,B-250821-2,Cookies Choco Chip,2025-08-21,3.06,15.17,6.9,,0.022,1.38,0.63,497,200,0.301,0.013,None,Pass
SPL-2026-0496,B-250821-2,Sandwich Biscuit,2025-08-21,2.58,10.99,9.8,0.451,0.021,0.74,0.8,15549,439,0.071,0.084,None,Pass
SPL-2026-0153,B-250821-7,Wafer Vanilla,2025-08-21,3.56,15.97,5.82,0.552,0.052,1.01,0.83,8256,441,0.069,0.036,None,Pass
SPL-2026-0444,B-250822-2,Cracker Plain,2025-08-22,3.47,17.19,6.79,0.546,0.121,0.53,0.46,11002,548,0.18,0.004,Physicochemical,Fail
SPL-2026-0924,B-250823-5,Marie Biscuit,2025-08-23,3.08,15.58,7.11,0.507,0.006,,1.27,999,298,0.187,0.065,None,Pass
SPL-2026-0100,B-250823-2,Butter Biscuit,2025-08-23,,15.11,4.49,0.606,0.03,0.97,1.13,4003,15659,0.189,0.05,Microbiological,Fail
SPL-2026-0039,B-250824-8,Marie Biscuit,2025-08-24,4.31,17.19,6.88,0.622,0.007,2.22,1.1,6931,493,0.005,0.061,Stability,Fail
SPL-2026-0418,B-250825-3,Butter Biscuit,2025-08-25,5.41,19.12,7.43,0.721,,1.01,0.72,5848,902,0.081,0.001,Physicochemical,Fail
SPL-2026-0992,B-250825-6,Cracker Plain,2025-08-25,3.2,17.14,5.11,,0.006,1.41,,615,581,0.017,0.01,None,Pass
SPL-2026-0220,B-250826-2,Wafer Vanilla,2025-08-26,3.32,18.28,,0.562,0.074,1.32,1.09,17646,5585,0.158,0.048,None,Pass
SPL-2026-0293,B-250828-2,Wafer Vanilla,2025-08-28,2.94,17.38,7.31,0.466,0.013,1.32,1.19,2263,338,0.1,0.03,None,Pass
SPL-2026-0729,B-250828-5,Cracker Plain,2025-08-28,5.61,15.45,6.68,0.744,0.029,0.66,0.87,2136,13687,0.172,0.068,Microbiological,Fail
SPL-2026-0263,B-250829-1,Sandwich Biscuit,2025-08-29,2.94,21.27,6.42,0.462,0.029,0.26,0.05,1716,914,0.265,0.002,None,Pass
SPL-2026-0643,B-250830-2,Cookies Choco Chip,2025-08-30,2.89,15.28,8.17,0.533,0.007,1.54,1.79,4190,78,0.233,0.121,None,Pass
SPL-2026-0473,B-250831-4,Cracker Plain,2025-08-31,2.74,19.23,9.27,0.532,0.006,1.12,0.82,2265,3309,0.095,0.132,None,Pass
SPL-2026-0057,B-250831-6,Cracker Plain,2025-08-31,2.89,19.56,7.79,0.51,0.011,0.53,0.66,7807,773,0.069,0.114,None,Pass
SPL-2026-0890,B-250831-2,Marie Biscuit,2025-08-31,4.35,19.82,6.45,0.614,0.027,1.77,1.55,3977,1821,0.391,,None,Pass
SPL-2026-0184,B-250831-6,Cracker Filled,2025-08-31,4.25,15.73,6.47,0.604,0.007,0.65,0.95,38013,1034,0.101,0.004,None,Pass
SPL-2026-0319,B-250831-7,Wafer Vanilla,2025-08-31,2.48,17.75,6.39,0.487,0.002,1.85,1.63,1803,308,0.058,0.092,None,Pass
SPL-2026-0373,B-250831-1,Sandwich Biscuit,2025-08-31,2.48,17.38,4.76,0.503,,0.37,0.81,276,134,0.207,0.024,None,Pass
SPL-2026-0331,B-250831-1,Cracker Plain,2025-08-31,1.94,16.33,3.74,0.469,0.014,0.78,0.32,811,535,0.001,0.05,Physicochemical,Fail
SPL-2026-0092,B-250831-3,Cookies Choco Chip,2025-08-31,2.88,13.85,5.42,0.506,0.009,,0.94,905,939,0.119,0.01,None,Pass
SPL-2026-0919,B-250901-7,Marie Biscuit,2025-09-01,3.64,16.35,6.1,0.549,0.025,0.84,1.58,1103,252,0.068,0.014,None,Pass
SPL-2026-0368,B-250902-2,Sandwich Biscuit,2025-09-02,5.16,18.81,6.11,0.772,0.022,0.79,1.28,6733,6882,0.162,0.11,Physicochemical,Fail
SPL-2026-0458,B-250903-8,Cracker Filled,2025-09-03,,15.72,6.42,0.721,0.1,0.79,1.08,16945,693,0.054,0.213,Heavy_Metal,Fail
SPL-2026-0803,B-250903-8,Cracker Plain,2025-09-03,3.74,16.37,,0.596,0.055,0.75,0.9,27047,400,0.074,0.312,Heavy_Metal,Fail
SPL-2026-0566,B-250903-4,Marie Biscuit,2025-09-03,2.13,14.62,2.5,0.442,,1.68,1.74,1260,467,0.063,0.024,Physicochemical,Fail
SPL-2026-0853,B-250903-1,Wafer Vanilla,2025-09-03,4.97,18.15,7.29,0.692,0.015,1.1,0.78,3660,1996,0.136,0.032,None,Pass
SPL-2026-0743,B-250904-5,Cracker Filled,2025-09-04,3.69,19.89,5.0,0.573,0.053,1.06,0.75,25432,414,0.071,0.022,None,Pass
SPL-2026-0555,B-250905-8,Wafer Vanilla,2025-09-05,5.19,18.6,7.06,0.747,0.068,0.64,1.19,46495,430,0.007,0.044,Physicochemical,Fail
SPL-2026-0213,B-250906-5,Cookies Choco Chip,2025-09-06,3.74,19.99,7.39,0.572,0.083,0.11,0.26,434,363,0.045,0.199,None,Pass
SPL-2026-0520,B-250906-8,Cracker Filled,2025-09-06,4.09,20.71,5.36,0.687,0.021,1.91,1.17,9801,788,0.604,0.016,Heavy_Metal,Fail
SPL-2026-0954,B-250909-4,Sandwich Biscuit,2025-09-09,2.16,15.37,7.98,0.434,0.056,0.05,0.66,2890,488,0.024,0.058,None,Pass
SPL-2026-0248,B-250909-2,Sandwich Biscuit,2025-09-09,3.86,20.09,5.94,0.512,0.003,1.46,1.08,8229,316,0.145,0.022,None,Pass
SPL-2026-0802,B-250910-4,Sandwich Biscuit,2025-09-10,2.82,21.92,7.95,0.471,0.062,1.66,1.38,9281,517,0.347,0.051,None,Pass
SPL-2026-0075,B-250910-6,Cracker Filled,2025-09-10,5.61,19.65,6.49,0.75,0.117,1.79,1.63,2119,755,0.038,0.059,Physicochemical,Fail
SPL-2026-0768,B-250910-8,Cracker Plain,2025-09-10,4.18,24.83,6.06,0.624,0.023,0.55,0.5,656,4393,0.027,0.025,None,Pass
SPL-2026-0499,B-250910-1,Wafer Vanilla,2025-09-10,3.31,15.8,7.47,0.554,0.003,0.87,0.85,9044,1026,0.166,0.02,None,Pass
SPL-2026-0697,B-250911-2,Cookies Choco Chip,2025-09-11,3.93,19.26,5.46,0.684,0.125,1.15,0.48,21342,3488,0.249,,Physicochemical,Fail
SPL-2026-0102,B-250911-6,Marie Biscuit,2025-09-11,3.74,18.4,5.33,0.588,0.024,1.26,0.87,1692,953,0.042,0.116,None,Pass
SPL-2026-0712,B-250911-1,Cracker Plain,2025-09-11,2.52,20.12,6.35,0.498,0.03,0.83,0.79,1557,950,0.234,0.015,None,Pass
SPL-2026-0968,B-250911-2,Sandwich Biscuit,2025-09-11,3.02,13.13,6.66,0.538,0.059,0.86,1.52,122,1011,0.14,0.153,None,Pass
SPL-2026-0431,B-250911-2,Butter Biscuit,2025-09-11,4.62,13.75,7.39,0.642,0.006,0.75,0.68,10190,896,0.085,0.004,None,Pass
SPL-2026-0789,B-250913-1,Cracker Plain,2025-09-13,3.55,15.8,7.02,0.595,0.189,,0.89,4186,806,0.056,0.014,Physicochemical,Fail
SPL-2026-0541,B-250914-3,Cracker Filled,2025-09-14,3.15,18.89,6.09,,0.024,0.52,1.14,19457,186,0.151,0.124,None,Pass
SPL-2026-0420,B-250915-4,Cracker Plain,2025-09-15,1.97,19.04,4.74,0.44,,0.07,0.24,20549,1327,0.043,0.015,None,Pass
SPL-2026-0202,B-250915-1,Wafer Vanilla,2025-09-15,2.5,19.41,5.93,0.454,0.028,0.05,0.21,112,350,0.007,0.01,None,Pass
SPL-2026-0795,B-250916-1,Cracker Plain,2025-09-16,4.63,,7.76,0.656,,,0.94,251,3473,0.192,0.021,None,Pass
SPL-2026-0799,B-250916-6,Sandwich Biscuit,2025-09-16,4.68,23.29,4.12,0.645,0.066,0.48,0.78,1800,123,0.046,0.055,Physicochemical,Fail
SPL-2026-0101,B-250917-8,Cookies Choco Chip,2025-09-17,3.21,20.51,7.53,0.549,0.064,0.07,,366,443,0.256,0.009,None,Pass
SPL-2026-0508,B-250917-5,Marie Biscuit,2025-09-17,3.51,14.34,4.73,0.546,0.001,2.28,1.48,1968,3466,0.013,0.201,Heavy_Metal,Fail
SPL-2026-0146,B-250918-4,Cookies Choco Chip,2025-09-18,4.96,20.82,6.8,0.669,0.139,,0.91,7078,1253,0.099,0.032,Physicochemical,Fail
SPL-2026-0932,B-250918-6,Cracker Filled,2025-09-18,4.31,22.48,4.22,0.586,0.013,0.64,0.7,2697,666,0.062,0.061,Physicochemical,Fail
SPL-2026-0517,B-250918-6,Wafer Vanilla,2025-09-18,1.71,19.09,6.74,0.38,0.03,1.3,0.97,1957,212,0.034,0.112,None,Pass
SPL-2026-0808,B-250918-3,Butter Biscuit,2025-09-18,3.39,19.2,3.29,0.554,0.01,2.04,,1494,924,0.038,0.077,Stability,Fail
SPL-2026-0031,B-250921-5,Cracker Plain,2025-09-21,2.98,13.76,9.32,0.543,0.073,0.73,0.76,5356,918,0.097,0.034,None,Pass
SPL-2026-0116,B-250922-2,Cracker Plain,2025-09-22,2.34,11.36,,0.472,0.05,1.26,,1622,48508,,0.026,Microbiological,Fail
SPL-2026-0492,B-250922-3,Wafer Vanilla,2025-09-22,3.85,26.34,5.17,0.619,0.032,1.61,1.36,10648,1307,0.089,0.021,None,Pass
SPL-2026-0918,B-250922-8,Cookies Choco Chip,2025-09-22,2.9,17.54,5.99,0.503,0.029,0.25,,312,1093,0.177,0.036,None,Pass
SPL-2026-0477,B-250922-5,Cookies Choco Chip,2025-09-22,3.57,22.2,6.91,0.518,0.012,0.74,0.97,5781,203,0.036,0.006,None,Pass
SPL-2026-0244,B-250922-1,Cracker Filled,2025-09-22,1.27,15.27,6.93,0.4,0.056,0.41,0.68,1750,2524,0.091,0.03,None,Pass
SPL-2026-0549,B-250924-4,Cracker Plain,2025-09-24,4.79,15.07,5.2,0.673,0.157,0.87,0.33,1658,2782,0.121,,Physicochemical,Fail
SPL-2026-0018,B-250924-6,Butter Biscuit,2025-09-24,2.14,17.22,5.67,0.449,0.007,0.69,0.05,1389,556,0.042,,None,Pass
SPL-2026-0120,B-250924-6,Butter Biscuit,2025-09-24,3.95,13.32,7.72,0.646,0.146,0.05,0.81,8859,387,0.132,0.119,Physicochemical,Fail
SPL-2026-0814,B-250925-8,Marie Biscuit,2025-09-25,4.51,24.45,7.44,0.644,0.128,0.51,1.1,8406,67,0.07,0.027,Physicochemical,Fail
SPL-2026-0519,B-250925-2,Cracker Plain,2025-09-25,5.18,20.61,8.3,0.697,0.042,0.16,0.66,836,3342,0.038,0.008,Physicochemical,Fail
SPL-2026-0353,B-250925-6,Sandwich Biscuit,2025-09-25,3.87,16.16,6.47,0.586,0.025,0.39,0.88,11382,3157,0.002,0.081,None,Pass
SPL-2026-0356,B-250926-3,Wafer Vanilla,2025-09-26,3.14,15.44,2.73,0.516,0.042,0.68,,932,1359,0.231,0.006,Physicochemical,Fail
SPL-2026-0162,B-250927-2,Cracker Filled,2025-09-27,3.65,15.8,6.43,0.558,0.002,1.76,1.4,982,1693,0.245,0.111,None,Pass
SPL-2026-0053,B-250928-3,Sandwich Biscuit,2025-09-28,4.5,15.81,8.54,0.661,,0.9,1.0,2332,4722,0.626,0.05,Heavy_Metal,Fail
SPL-2026-0091,B-250929-8,Cracker Plain,2025-09-29,2.03,15.4,8.09,0.383,0.116,0.38,0.87,46,170,0.033,0.013,Physicochemical,Fail
