Moisture_Content_%,Fat_Content_%,Protein_Content_%,Water_Activity_Aw,Acid_Insoluble_Ash_%,Acid_Value_mgKOHg,Peroxide_Value,Total_Plate_Count_CFUg,Yeast_Mold_Count_CFUg,Lead_Pb_mgkg,Cadmium_Cd_mgkg,Historical_Status,Product_Butter Biscuit,Product_Cookies Choco Chip,Product_Cracker Filled,Product_Cracker Plain,Product_Marie Biscuit,Product_Sandwich Biscuit,Product_Wafer Vanilla
3.64,16.35,6.1,0.549,0.025,0.84,1.58,1103,252,0.068,0.014,0,False,False,False,False,True,False,False
5.16,18.81,6.11,0.772,0.022,0.79,1.28,6733,6882,0.162,0.11,1,False,False,False,False,False,True,False
3.5787377353213,15.72,6.42,0.721,0.1,0.79,1.08,16945,693,0.054,0.213,1,False,False,True,False,False,False,False
3.74,16.37,7.111545480775357,0.596,0.055,0.75,0.9,27047,400,0.074,0.312,1,False,False,False,True,False,False,False
2.13,14.62,2.5,0.442,0.04364560088717433,1.68,1.74,1260,467,0.063,0.024,1,False,False,False,False,True,False,False
4.97,18.15,7.29,0.692,0.015,1.1,0.78,3660,1996,0.136,0.032,0,False,False,False,False,False,False,True
3.69,19.89,5.0,0.573,0.053,1.06,0.75,25432,414,0.071,0.022,0,False,False,True,False,False,False,False
5.19,18.6,7.06,0.747,0.068,0.64,1.19,46495,430,0.007,0.044,1,False,False,False,False,False,False,True
3.74,19.99,7.39,0.572,0.083,0.11,0.26,434,363,0.045,0.199,0,False,True,False,False,False,False,False
4.09,20.71,5.36,0.687,0.021,1.91,1.17,9801,788,0.604,0.016,1,False,False,True,False,False,False,False
2.16,15.37,7.98,0.434,0.056,0.05,0.66,2890,488,0.024,0.058,0,False,False,False,False,False,True,False
3.86,20.09,5.94,0.512,0.003,1.46,1.08,8229,316,0.145,0.022,0,False,False,False,False,False,True,False
2.82,21.92,7.95,0.471,0.062,1.66,1.38,9281,517,0.347,0.051,0,False,False,False,False,False,True,False
5.61,19.65,6.49,0.75,0.117,1.79,1.63,2119,755,0.038,0.059,1,False,False,True,False,False,False,False
4.18,24.83,6.06,0.624,0.023,0.55,0.5,656,4393,0.027,0.025,0,False,False,False,True,False,False,False
3.31,15.8,7.47,0.554,0.003,0.87,0.85,9044,1026,0.166,0.02,0,False,False,False,False,False,False,True
3.93,19.26,5.46,0.684,0.125,1.15,0.48,21342,3488,0.249,0.09820053727980353,1,False,True,False,False,False,False,False
3.74,18.4,5.33,0.588,0.024,1.26,0.87,1692,953,0.042,0.116,0,False,False,False,False,True,False,False
2.52,20.12,6.35,0.498,0.03,0.83,0.79,1557,950,0.234,0.015,0,False,False,False,True,False,False,False
3.02,13.13,6.66,0.538,0.059,0.86,1.52,122,1011,0.14,0.153,0,False,False,False,False,False,True,False
4.62,13.75,7.39,0.642,0.006,0.75,0.68,10190,896,0.085,0.004,0,True,False,False,False,False,False,False
3.55,15.8,7.02,0.595,0.189,0.4037913892568906,0.89,4186,806,0.056,0.014,1,False,False,False,True,False,False,False
3.15,18.89,6.09,0.546962462313307,0.024,0.52,1.14,19457,186,0.151,0.124,0,False,False,True,False,False,False,False
1.97,19.04,4.74,0.44,0.0464047573824285,0.07,0.24,20549,1327,0.043,0.015,0,False,False,False,True,False,False,False
2.5,19.41,5.93,0.454,0.028,0.05,0.21,112,350,0.007,0.01,0,False,False,False,False,False,False,True
4.63,18.680184694839653,7.76,0.656,0.02138114637808677,1.0168876924607824,0.94,251,3473,0.192,0.021,0,False,False,False,True,False,False,False
4.68,23.29,4.12,0.645,0.066,0.48,0.78,1800,123,0.046,0.055,1,False,False,False,False,False,True,False
3.21,20.51,7.53,0.549,0.064,0.07,0.9117897667553284,366,443,0.256,0.009,0,False,True,False,False,False,False,False
3.51,14.34,4.73,0.546,0.001,2.28,1.48,1968,3466,0.013,0.201,1,False,False,False,False,True,False,False
4.96,20.82,6.8,0.669,0.139,0.821357977835015,0.91,7078,1253,0.099,0.032,1,False,True,False,False,False,False,False
4.31,22.48,4.22,0.586,0.013,0.64,0.7,2697,666,0.062,0.061,1,False,False,True,False,False,False,False
1.71,19.09,6.74,0.38,0.03,1.3,0.97,1957,212,0.034,0.112,0,False,False,False,False,False,False,True
3.39,19.2,3.29,0.554,0.01,2.04,1.0072628244517203,1494,924,0.038,0.077,1,True,False,False,False,False,False,False
2.98,13.76,9.32,0.543,0.073,0.73,0.76,5356,918,0.097,0.034,0,False,False,False,True,False,False,False
2.34,11.36,6.645410087483847,0.472,0.05,1.26,1.1496480674880547,1622,48508,0.06320514370169351,0.026,1,False,False,False,True,False,False,False
3.85,26.34,5.17,0.619,0.032,1.61,1.36,10648,1307,0.089,0.021,0,False,False,False,False,False,False,True
2.9,17.54,5.99,0.503,0.029,0.25,0.7816357959985243,312,1093,0.177,0.036,0,False,True,False,False,False,False,False
3.57,22.2,6.91,0.518,0.012,0.74,0.97,5781,203,0.036,0.006,0,False,True,False,False,False,False,False
1.27,15.27,6.93,0.4,0.056,0.41,0.68,1750,2524,0.091,0.03,0,False,False,True,False,False,False,False
4.79,15.07,5.2,0.673,0.157,0.87,0.33,1658,2782,0.121,0.09143928641343736,1,False,False,False,True,False,False,False
2.14,17.22,5.67,0.449,0.007,0.69,0.05,1389,556,0.042,0.05274668733829676,0,True,False,False,False,False,False,False
3.95,13.32,7.72,0.646,0.146,0.05,0.81,8859,387,0.132,0.119,1,True,False,False,False,False,False,False
4.51,24.45,7.44,0.644,0.128,0.51,1.1,8406,67,0.07,0.027,1,False,False,False,False,True,False,False
5.18,20.61,8.3,0.697,0.042,0.16,0.66,836,3342,0.038,0.008,1,False,False,False,True,False,False,False
3.87,16.16,6.47,0.586,0.025,0.39,0.88,11382,3157,0.002,0.081,0,False,False,False,False,False,True,False
3.14,15.44,2.73,0.516,0.042,0.68,1.2374238921150345,932,1359,0.231,0.006,1,False,False,False,False,False,False,True
3.65,15.8,6.43,0.558,0.002,1.76,1.4,982,1693,0.245,0.111,0,False,False,True,False,False,False,False
4.5,15.81,8.54,0.661,0.06412851937850485,0.9,1.0,2332,4722,0.626,0.05,1,False,False,False,False,False,True,False
2.03,15.4,8.09,0.383,0.116,0.38,0.87,46,170,0.033,0.013,1,False,False,False,True,False,False,False
5.08,16.88,8.42,0.743,0.016,0.93,0.88,6934,607,0.073,0.042,1,False,False,False,False,False,True,False
3.42,18.99,6.61,0.519,0.011,0.91,0.49,2908,64,0.025,0.173,0,False,True,False,False,False,False,False
2.24,11.36,6.0,0.491,0.026,2.36,1.87,2479,130,0.135,0.077,1,False,False,True,False,False,False,False
3.75,19.39,6.58,0.56,0.054,1.31,0.71,1743,327,0.115,0.064,0,False,False,True,False,False,False,False
3.35,15.32,9.69,0.576,0.029,0.94,1.38,22205,213,0.046,0.079,0,False,False,False,False,True,False,False
3.65,16.32,6.61,0.527,0.036,0.48,0.9,1304,594,0.199,0.064,0,False,False,False,False,True,False,False
4.59,14.33,7.11,0.71,0.006,0.74,0.63,30451,7622,0.008,0.261,1,True,False,False,False,False,False,False
2.47,17.82,7.77,0.498,0.022,1.95,1.49,3697,832,0.092,0.239,1,True,False,False,False,False,False,False
3.7044222245659646,17.86,7.85,0.789,0.039,1.94,1.06,78761,1462,0.087,0.062,1,False,False,True,False,False,False,False
3.67,19.79,6.08,0.562,0.022,0.64,0.8680731450571195,4607,2292,0.059,0.076,0,False,True,False,False,False,False,False
4.67,20.32,6.61,0.628,0.048,0.62,1.15,829,1043,0.468,0.025,0,False,False,False,False,False,True,False
4.23,16.26,5.53,0.595,0.03,0.73,1.02,4874,704,0.286,0.028,0,False,False,False,True,False,False,False
4.86,19.07,7.25,0.746,0.223,0.25,0.75,12858,998,0.195,0.041,1,False,False,False,False,False,False,True
3.82,18.03,8.59,0.582,0.004,1.45,1.03,1814,927,0.16,0.048,0,False,True,False,False,False,False,False
5.52,17.89,7.1,0.72,0.002,2.11,0.94,7821,4432,0.405,0.042,1,True,False,False,False,False,False,False
2.13,19.38,8.06,0.469,0.144,1.79,1.46,231,217,0.031,0.168,1,True,False,False,False,False,False,False
3.23,15.25,5.43,0.552,0.096,0.87,1.0,11129,1572,0.138,0.012,0,False,False,True,False,False,False,False
1.16,10.29,7.94,0.336,0.027,0.34,0.05,387,88,0.07742943457261355,0.061,0,False,False,False,True,False,False,False
3.79,17.78,9.44,0.575,0.002,0.93,0.96,8140,1602,0.045,0.006,0,False,False,False,False,False,True,False
3.41,13.42,5.41,0.53,0.02,0.47,0.91,12265,1746,0.049,0.027,0,False,True,False,False,False,False,False
2.91,11.56,6.68,0.523,0.04,1.82,1.48,6633,1296,0.261,0.305,1,False,True,False,False,False,False,False
1.83,21.28,5.19,0.415,0.097,1.42,1.32,395,121,0.202,0.162,0,True,False,False,False,False,False,False
4.15,16.71,6.88,0.613,0.079,1.03,0.47,1718,3736,0.062,0.016,0,False,False,False,True,False,False,False
4.89,19.18,8.66,0.66,0.055,0.86,0.676622184278698,6096,1120,0.112,0.344,1,False,True,False,False,False,False,False
5.83,14.68,3.41,0.809,0.134,0.81,1.07,34937,3015,0.178,0.003,1,False,False,True,False,False,False,False
3.57,20.61,5.68,0.579,0.046,1.31,0.65,42417,563,0.201,0.002,0,False,False,True,False,False,False,False
3.15,16.46,6.82,0.562,0.001,2.12,1.49,9431,387,0.073,0.08,1,False,False,True,False,False,False,False
2.44,19.23,5.494185467428488,0.474,0.007,0.21,0.68,3827,960,0.02,0.075,1,True,False,False,False,False,False,False
3.36,20.18,6.73,0.5721867131334802,0.176,1.78,1.27,24952,2147,0.165,0.048,1,False,False,False,False,False,False,True
3.83,15.4,6.18,0.638,0.051,0.96,1.72,994,778,0.214,0.182,0,False,False,False,False,True,False,False
2.86,22.33,7.48,0.51,0.1,0.63,0.72,184,184,0.66,0.124,1,False,False,False,False,False,True,False
3.51,13.36,8.09,0.558,0.05,0.92,0.26,830,469,0.012,0.117,0,False,False,True,False,False,False,False
2.6,19.19,6.72,0.416,0.039,0.76,1.16,66,863,0.182,0.013,0,True,False,False,False,False,False,False
4.78,21.68,7.85,0.686,0.005,0.65,0.5,51123,152,0.256,0.127,1,False,False,False,False,False,True,False
3.06,15.31,6.18,0.478,0.031,0.36,0.44,163,796,0.541,0.038,1,False,False,False,False,False,True,False
2.57,19.39,4.92,0.504,0.003,1.86,0.84,12085,239,0.475,0.014,0,False,False,False,False,True,False,False
4.11,12.23,4.81,0.5913261390617278,0.034,0.91,0.54,1461,837,0.319,0.108,0,True,False,False,False,False,False,False
3.76,22.58,5.44,0.551,0.021,1.99,1.1299973674785422,19698,660,0.063,0.014,0,True,False,False,False,False,False,False
4.02,17.25,6.92,0.59,0.077,0.7,0.58,5257,243,0.119,0.107,0,False,False,False,False,False,False,True
2.97,19.09,8.03,0.543634138169896,0.01,0.85,1.27,3568,491,0.033,0.002,0,False,False,True,False,False,False,False
4.26,20.4,4.24,0.621,0.164,0.81,0.46,22223,599,0.528,0.008,1,False,True,False,False,False,False,False
3.56,16.88,6.54,0.563,0.079,1.57,1.68,37940,824,0.412,0.098,0,False,False,True,False,False,False,False
1.86,17.9,6.257261590505571,0.438,0.10374261457534195,1.33,0.77,737,376,0.086,0.077,0,False,True,False,False,False,False,False
1.75,12.83,8.33,0.44,0.037,2.0,1.18,476,742,0.268,0.036,1,False,False,False,True,False,False,False
5.17,19.23,5.7,0.714,0.001,0.79,0.77,4049,504,0.034,0.077,1,True,False,False,False,False,False,False
4.38,11.82,6.1,0.611,0.137,0.22,0.46,17024,9293,0.029,0.023,1,False,False,True,False,False,False,False
4.39,19.09,5.43,0.655,0.028,1.05,1.54,5058,382,0.003,0.089,0,False,False,True,False,False,False,False
4.21,19.59,6.96,0.66,0.001,0.99,0.51,3916,558,0.074,0.058,0,False,False,False,False,True,False,False
2.53,22.89,9.52,0.509,0.151,1.53,1.41,1249,160,0.194,0.194,1,False,False,False,True,False,False,False
3.61,25.32,6.0,0.596,0.164,0.67,0.6971557349011709,655,4070,0.169,0.023,1,True,False,False,False,False,False,False
2.7,17.41,7.15,0.495,0.038,1.97,1.59,1242,604,0.134,0.007,0,False,False,False,False,True,False,False
3.14,25.7,7.64,0.537,0.021,0.63,0.29,375,132,0.285,0.078,0,False,False,False,False,False,False,True
1.16,14.69,5.14,0.37,0.06204685021994994,1.81,1.4,503,1032,0.063,0.051,0,False,False,True,False,False,False,False
4.51,15.34,6.63,0.672,0.02,1.32,1.31,2068,1534,0.523,0.067,1,True,False,False,False,False,False,False
3.29,17.34,7.14,0.551,0.035,1.076880320058261,1.44,3017,287,0.252,0.125,0,False,False,False,False,False,False,True
4.62,19.86924401632127,7.64,0.652,0.018,0.99,0.97,45351,3188,0.052,0.032,0,False,False,True,False,False,False,False
3.67,19.25,6.1206432668163755,0.6020547860461447,0.011555639281025572,0.98,1.47,2215,1545,0.109,0.086,0,False,False,False,False,True,False,False
2.57,19.97,6.66,0.475,0.029,0.26,0.51,5392,166,0.17,0.107,0,False,False,False,True,False,False,False
4.6,15.82,3.53,0.671,0.001,0.66,0.6,2750,683,0.009,0.001,1,False,False,False,True,False,False,False
3.07,19.56,7.0950969099380625,0.531,0.073,0.6556739311287475,0.39,41,425,0.299,0.031,0,True,False,False,False,False,False,False
3.42,16.37,8.38,0.55,0.035,0.56,0.34,3740,274,0.066,0.007,0,False,False,False,False,True,False,False
2.72,16.85,7.71,0.495,0.032,1.63,1.38,2951,96,0.013,0.019,0,True,False,False,False,False,False,False
2.27,14.89,5.82,0.449,0.031,1.79,1.69,1125,35,0.111,0.017,0,False,False,False,False,False,False,True
3.5,19.42,4.95,0.588,0.015,0.78,0.38,1496,449,0.04,0.013,0,False,True,False,False,False,False,False
2.62,15.2,3.77,0.495,0.058,0.99,1.69,2280,126,0.032,0.034,1,False,False,True,False,False,False,False
3.36,24.68,5.0,0.514,0.07537852302385128,0.05,0.73,154,660,0.303,0.005,0,False,False,False,False,True,False,False
2.75,13.4,8.24,0.493,0.022,1.37,0.94,318,721,0.319,0.063,0,False,False,True,False,False,False,False
3.63,17.67,7.94,0.56,0.029,0.05,0.87795328890386,3301,93,0.057,0.059771150789019324,0,True,False,False,False,False,False,False
1.44,14.3,5.17,0.36,0.02,0.91,1.52,844,29,0.054,0.049,0,True,False,False,False,False,False,False
3.04,14.41,6.79,0.503,0.011,0.85,0.9,1345,1678,0.093,0.015,0,False,False,False,False,True,False,False
3.42,17.346959284849508,6.77,0.567,0.049606299165012184,0.13,0.05,8894,428,0.1,0.008,0,False,False,False,False,True,False,False
3.93,18.31,7.18,0.645,0.02,0.58,0.69,1881,911,0.043,0.023,0,False,False,False,True,False,False,False
5.94,15.32,6.52,0.764,0.025,0.87,0.47,3315,6392,0.16125918494008132,0.061,1,False,False,True,False,False,False,False
3.4909698630027837,16.71,6.5,0.51,0.149,0.49,0.8229529006141425,1097,525,0.142,0.15,1,True,False,False,False,False,False,False
3.85,25.84,6.785122180742279,0.55,0.004,0.66,0.86,1924,79,0.499,0.036,0,False,False,False,False,True,False,False
2.95,24.02,7.91,0.583,0.011,0.58,0.93,164,2576,0.069,0.007,0,True,False,False,False,False,False,False
4.79,10.17,8.41,0.692,0.05,0.46,0.51,5883,804,0.011,0.281,1,False,False,True,False,False,False,False
3.8,25.97,6.99,0.629,0.012,0.15,0.5110546524693659,8067,970,0.13,0.125,0,False,True,False,False,False,False,False
2.5,15.59,7.26818865001173,0.483,0.004,1.04,0.88,160,480,0.098,0.003,0,False,False,False,False,False,True,False
3.75,20.95,3.4,0.569,0.012,0.83,1.53,1166,135,0.026,0.196,1,False,False,False,True,False,False,False
3.19,19.05,8.06,0.508,0.002,1.38,0.75,487,2863,0.277,0.003,0,False,False,False,True,False,False,False
3.5,15.14,4.94,0.531,0.007,0.62,0.99,6801,546,0.007,0.149,0,False,False,False,False,False,True,False
2.11,16.65,7.46,0.47,0.061,1.34,0.77,1015,139,0.129,0.052,0,False,True,False,False,False,False,False
4.18,19.15,4.73,0.605,0.002,0.41,0.55,3413,3154,0.07,0.031,0,False,False,False,False,False,False,True
2.56,17.06,6.34,0.515,0.001,1.0491113727919787,0.78,1644,191,0.284,0.09751193543669238,0,True,False,False,False,False,False,False
2.54,13.52,4.83,0.482,0.021,1.37,1.47,676,467,0.011,0.021,0,True,False,False,False,False,False,False
3.13,11.99,5.33,0.505,0.004,1.4,1.4,1515,464,0.571,0.001,1,False,False,False,False,False,True,False
4.0,16.1,8.63,0.59,0.054,0.47,1.38,399,1087,0.041,0.048,0,True,False,False,False,False,False,False
4.63,18.65,2.6,0.638,0.07,0.12,0.95,7587,3237,0.292,0.001,1,True,False,False,False,False,False,False
4.13,21.02,9.15,0.602,0.083,1.08,1.51,12407,94,0.053,0.003,0,False,False,True,False,False,False,False
4.8,14.97,7.04,0.667,0.069,1.1040755005609877,1.17,3033,280,0.017,0.047,0,False,False,False,True,False,False,False
3.81,19.61,4.41,0.579,0.045,0.34,0.58,325,101,0.005,0.021,1,False,True,False,False,False,False,False
3.14,19.13,5.49,0.555,0.003,0.8,1.41,1162,356,0.03,0.012,0,False,True,False,False,False,False,False
4.72,16.92,3.95,0.661,0.044378525619498954,0.11,0.5,20584,305,0.167,0.039,1,True,False,False,False,False,False,False
2.91,11.45,8.44,0.559,0.031,0.38,1.0600030697241474,237,452,0.088,0.111,0,False,False,False,False,False,False,True
3.57,17.74,7.93,0.584,0.009,0.95,1.19,7578,346,0.086,0.018,0,False,False,False,True,False,False,False
4.56,19.41,6.39,0.619,0.006,1.21,1.29,8878,4175,0.118,0.093,0,False,False,False,False,True,False,False
3.8,19.91,7.77,0.615,0.012,0.2,0.77,2608,1026,0.001,0.087,0,False,True,False,False,False,False,False
4.37,24.48,6.28,0.675,0.066,0.96,0.96,846,804,0.019,0.037,0,False,False,False,True,False,False,False
5.166192745402287,17.16,5.46,0.509,0.044,1.16,0.77,135,63,0.421,0.029,0,False,False,False,False,True,False,False
4.77,16.62,5.28,0.664,0.027,0.46,0.62,931,486,0.072,0.042,0,False,False,False,False,False,True,False
2.81,13.83,7.13,0.447,0.006,0.53,1.03,367,423,0.114,0.065,0,False,False,False,False,False,False,True
4.029727605330529,17.39,4.7,0.598,0.023,1.06,0.87,13304,5299,0.063,0.062,0,True,False,False,False,False,False,False
3.56,19.57,4.89,0.581,0.005,0.66,0.53,15940,452,0.03,0.079,0,False,False,False,False,False,False,True
1.0,20.22,6.23,0.299,0.019,0.88,1.0,793,315,0.384,0.093,0,False,False,False,False,True,False,False
3.86,23.35,6.99,0.57484856041373,0.123,2.14,2.25,723,705,0.014,0.069,1,True,False,False,False,False,False,False
2.81,18.717102144332376,7.197396366046809,0.464,0.047,1.19,1.17,1064,133,0.09,0.011,1,False,False,False,False,False,True,False
5.18,17.53,8.56,0.655,0.009,0.74,0.57,8349,1309,0.049,0.028,1,False,False,False,False,False,True,False
3.5,19.67,8.41,0.601,0.171,0.97,1.27,3728,2538,0.13336410990969286,0.04,1,False,False,False,False,False,True,False
2.13,12.55,8.93,0.459,0.032,0.81,1.19,3991,159,0.142,0.046,0,False,False,False,False,False,False,True
3.64,20.56,4.22,0.584,0.099,0.12,0.29,24151,296,0.012,0.171,1,False,True,False,False,False,False,False
2.55,17.77,8.43,0.463,0.008,0.65,0.78,2662,414,1.2,0.033,1,False,False,False,True,False,False,False
4.57,17.54,7.98,0.649,0.078,1.57,1.51,7181,635,0.003,0.085,0,False,False,False,False,False,False,True
3.98,17.185655470096282,7.71,0.56,0.038,0.7,0.36,4360,1263,0.004,0.025,0,False,True,False,False,False,False,False
4.41,16.04,6.37,0.603,0.122,0.05,0.76,705,1451,0.035,0.014,1,False,True,False,False,False,False,False
3.11,18.0,9.39,0.545,0.111,1.18,0.61,47157,2388,0.046,0.013,1,True,False,False,False,False,False,False
3.73,19.04196325844558,4.99,0.5962196156344218,0.08,2.08,1.37,7858,4042,0.008,0.107,1,False,False,False,False,False,False,True
4.3699147695179255,13.61,5.07,0.763,0.134,0.7365159381257833,0.61,4138,90,0.095,0.175,1,True,False,False,False,False,False,False
3.59,24.03,9.18,0.577,0.017,1.14,0.79,1428,18316,0.118,0.012,1,False,False,False,False,False,True,False
3.43,13.98,4.15,0.557,0.009,1.006851628015416,0.9948925224946328,1287,1089,0.054,0.021,1,True,False,False,False,False,False,False
4.16,15.74,6.77,0.634,0.097,1.07,1.36,2553,814,0.238,0.024,0,False,False,False,False,True,False,False
2.8,16.148656741522693,10.2,0.482,0.08,0.93,0.96,1532,111,0.089,0.162,0,False,False,False,False,False,True,False
4.49,22.55,3.7,0.677,0.027,1.43,1.02,952,387,0.207,0.013,1,False,False,False,True,False,False,False
3.51,18.117622442520336,2.5,0.587,0.002,1.3,1.61,1509,85,0.008,0.012,1,False,False,False,False,True,False,False
4.17,16.917729069875325,4.37,0.627,0.001,1.21,1.0999743182353716,2793,301,0.118,0.058,1,False,False,True,False,False,False,False
2.73,17.58,7.36,0.527,0.002,0.18,0.65,3760,186,0.149,0.057,0,False,False,False,True,False,False,False
4.89,19.94,5.62,0.711,0.082,0.79,0.52,11207,1234,0.499,0.002,0,True,False,False,False,False,False,False
2.38,20.54,3.68,0.467,0.008,0.83,0.25,2098,118,0.144,0.006,1,True,False,False,False,False,False,False
2.77,22.17,4.0,0.47,0.152,0.79,0.8096795336043069,8539,705,0.112,0.049,1,True,False,False,False,False,False,False
3.63,20.54,6.34,0.644,0.003,1.71,1.65,22365,2534,0.221,0.063,0,False,False,False,False,True,False,False
3.37,14.06,3.48,0.628,0.088,0.83,1.62,1354,4968,0.024,0.016,1,False,True,False,False,False,False,False
2.03,19.22,6.37,0.415,0.093,0.79,0.9936119063402542,4337,212,0.009,0.189,0,True,False,False,False,False,False,False
4.33,14.07,7.582713634530717,0.6,0.247,0.69,1.0,1997,536,0.102,0.08,1,False,False,False,False,False,False,True
2.35,22.49,6.31,0.504,0.003,0.45,1.0,3636,924,0.141,0.04,0,False,False,False,True,False,False,False
3.02,20.77,8.41,0.546,0.04,0.9,0.67,199,1430,0.035,0.061,0,False,False,False,False,True,False,False
2.22,14.63,3.1,0.456,0.092,1.04,1.15,216,221,0.27,0.008,1,False,False,False,False,False,True,False
4.54,18.71,8.9,0.701,0.06,0.65,0.38,1414,1349,0.214,0.259,1,False,True,False,False,False,False,False
3.415877309525206,12.19,7.06,0.561,0.2,1.15,0.78,3479,12373,0.019,0.018,1,False,False,False,False,False,False,True
4.42,18.35,8.36,0.681,0.199,1.6,1.63,10942,1176,0.08675333924809059,0.172,1,False,False,True,False,False,False,False
2.77,19.42,4.85,0.521,0.024,0.83,0.8,151,113,0.102,0.03,0,False,False,False,True,False,False,False
3.43,13.37,6.8,0.548,0.034,1.65,1.6,458,1946,0.037,0.064,0,False,False,False,False,False,True,False
3.94,14.25,9.8,0.627,0.047,1.72,1.0,1435,1636,0.371,0.08480998858253105,0,False,False,False,False,False,False,True
4.08,19.43,9.89,0.643,0.063,0.96,0.92,91,4539,0.293,0.06692379099014872,0,False,False,False,True,False,False,False
3.14,16.09,5.77,0.552,0.071,1.19,0.9635725140647392,1530,287,0.145,0.031,0,False,False,True,False,False,False,False
2.59,15.26,5.57,0.479,0.069,0.34,0.2,377,88,0.065,0.11,0,False,False,True,False,False,False,False
2.1,15.78,9.08,0.476,0.158,0.14,0.67,1487,179,0.117,0.006,1,True,False,False,False,False,False,False
4.15,15.34,6.72,0.572,0.047,0.45,0.83,1102,524,0.161,0.011,0,False,True,False,False,False,False,False
4.79,17.41,10.53,0.669,0.037,0.85,1.29,16518,435,0.034,0.128,0,False,False,False,True,False,False,False
3.42,14.87,4.6,0.566,0.02,0.78,0.97,1210,829,0.264,0.26,1,True,False,False,False,False,False,False
4.05,24.27,8.51,0.617,0.049,0.49,0.62,5740,809,0.021,0.002,0,False,False,False,False,False,False,True
4.64,18.04,5.47,0.672,0.034,2.23,1.66,943,762,0.015,0.073,1,False,False,False,False,True,False,False
2.51,14.21,8.27,0.466,0.054,0.16,1.062803086911201,353,610,0.188,0.022,0,False,False,False,False,False,False,True
1.74,13.04,6.4,0.385,0.014,1.09,1.24,840,485,0.117,0.17,0,False,True,False,False,False,False,False
4.83,16.43,5.51,0.664,0.006,0.84,0.64,5496,1122,0.122,0.003,0,False,False,False,False,True,False,False
2.23,16.29,5.25,0.5040880468414553,0.043,1.0983526217201378,1.17,729,311,0.011,0.033,0,False,False,False,True,False,False,False
3.67,19.17,6.49,0.64,0.013,0.78,1.33,19123,339,0.05,0.021,0,False,False,True,False,False,False,False
3.11,21.03,6.06,0.516,0.001,0.71,1.27,3039,235,0.082,0.01,0,False,False,True,False,False,False,False
2.75,19.32,6.57,0.51,0.016,1.09,1.44,343,505,0.124,0.106,0,False,False,False,False,False,False,True
4.22,19.28,6.09,0.634,0.073,0.32,0.7782471586406048,2347,2567,0.82,0.115,1,False,False,False,False,False,False,True
2.55,22.47,6.037062096807235,0.484,0.002,1.36,0.37,2794,557,0.309,0.05,0,False,False,False,True,False,False,False
5.6,19.91,5.03,0.781,0.009,1.24,0.87,15284,5198,0.106,0.149,1,False,False,True,False,False,False,False
1.62,17.44,9.56,0.349,0.068,1.391348895411701,1.08,317,493,0.171,0.028,0,False,True,False,False,False,False,False
2.19,22.72,8.97,0.512,0.06476428496230378,1.48,1.33,5705,100,0.029,0.014,0,False,False,False,True,False,False,False
2.54,14.57,6.86,0.494,0.072,0.4,0.15,1322,1604,0.101,0.024,0,False,False,False,False,False,False,True
3.46,22.09,7.09,0.54,0.015,2.07,1.84,1743,2540,0.218,0.147,1,True,False,False,False,False,False,False
4.23,19.38,5.51,0.625,0.029,1.27,1.38,13805,398,0.057,0.004,0,False,False,True,False,False,False,False
4.16,23.46,7.95,0.658,0.022,0.7651640387875104,0.7,3496,2079,0.041,0.039,0,False,True,False,False,False,False,False
2.16,16.69,2.91,0.43,0.009,1.31,1.72,214,50,0.009,0.08,1,False,False,False,False,False,False,True
3.9,24.23,9.67,0.584,0.043,0.72,0.71,1525,348,0.197,0.177,0,True,False,False,False,False,False,False
3.7,22.33,6.05,0.617,0.022,0.92,0.55,2585,954,0.289,0.062,0,False,False,True,False,False,False,False
5.87,13.55,7.87,0.788,0.078,1.91,1.36,23851,7329,0.045,0.133,1,False,False,False,True,False,False,False
3.08,16.93,8.7,0.539,0.033,0.57,1.04,1844,669,0.086,0.004,0,False,False,False,False,False,False,True
4.71,16.85,4.39,0.674,0.001,0.63,0.99,5217,1163,0.181,0.05435672653372033,1,False,False,False,False,True,False,False
4.9,19.87,9.09,0.708,0.079,1.2,1.37,6603,759,0.293,0.008,0,False,False,False,False,True,False,False
4.2,16.687229910626257,5.1,0.605,0.007,1.1,0.99,2256,742,0.05,0.003,0,False,False,False,False,True,False,False
4.4,16.40210343395978,7.04,0.645,0.06,1.08,1.07,1247,1143,0.1,0.012,0,False,False,False,False,True,False,False
2.58,19.85,4.76,0.472,0.001,1.43,0.803541819181655,3682,172,0.265,0.18,0,False,False,False,True,False,False,False
3.3,20.24,6.2,0.512,0.195,1.63,0.96,7993,756,0.088,0.043,1,False,True,False,False,False,False,False
3.51,16.89,3.86,0.5875824018114373,0.001,0.6931069674798439,0.19,7563,641,0.141,0.313,1,False,False,False,True,False,False,False
0.85,18.14,7.01,0.38,0.044,1.59,1.391921322630849,5299,2190,0.086,0.003,0,False,True,False,False,False,False,False
3.38,20.75,5.4591505397691495,0.579,0.087,0.68,0.8,11309,158,0.044,0.011,0,False,True,False,False,False,False,False
1.19,17.68,7.91,0.328,0.026193220347302922,0.42,0.37,1247,199,0.094,0.117,0,False,False,False,True,False,False,False
3.34,22.96,6.06,0.574,0.0371762270049254,1.7,2.17,1099,447,0.2818399943400556,0.016,0,False,False,False,False,False,True,False
